,order_number,order_date,ship_date,customer_name,channel,warehouse_code,suburb,product,order_quantity,city,unit_price,unit_cost,revenue
173,SO - 0005207,2017-01-26,2017-02-05,OHTA'S Corp,Wholesale,AXW291,Kingsland,Product 2,10,Auckland,514.56,298.4448,2161.1519999999996
174,SO - 0005249,2017-01-26,2017-01-29,Rochester Ltd,Wholesale,AXW291,Taupo,Product 2,11,Taupo,715.5600000000001,379.24680000000006,3699.4452
175,SO - 0006241,2017-01-26,2017-02-03,Winthrop ,Wholesale,AXW291,North East Valley,Product 1,10,Dunedin,639.18,377.11619999999994,2620.638
176,SO - 0007164,2017-01-26,2017-01-31,WakeFern ,Wholesale,AXW291,New Lynn,Product 2,8,Waitakere,2311.5,1386.8999999999999,7396.800000000001
177,SO - 0004444,2017-01-27,2017-02-09,Linde ,Wholesale,AXW291,Okitu,Product 1,5,Gisborne,1293.837,918.62427,1876.0636499999998
178,SO - 0004566,2017-01-27,2017-02-14,Select ,Export,AXW291,Palmerston North,Product 7,10,Palmerston North,2457.024,1375.9334400000002,10810.905599999996
179,SO - 0004671,2017-01-27,2017-02-03,AuroMedics Corp,Wholesale,AXW291,Henderson,Product 1,11,Waitakere,201.0,118.58999999999999,906.5100000000001
180,SO - 0007527,2017-01-27,2017-02-04,Prasco Group,Wholesale,AXW291,Bay View,Product 13,6,Napier,741.8240000000001,556.368,1112.736
181,SO - 0004766,2017-01-28,2017-02-04,Niconovum Corp,Distributor,AXW291,Birkdale,Product 11,9,North Shore,2570.9240000000004,1568.26364,9023.943240000004
182,SO - 0007205,2017-01-28,2017-02-14,Procter Corp,Export,AXW291,Takaro,Product 1,7,Palmerston North,938.0,712.88,1575.8400000000001
183,SO - 0001700,2017-01-29,2017-02-05,Weimei Corp,Wholesale,AXW291,Frimley,Product 1,8,Hastings,514.56,411.648,823.2959999999994
184,SO - 0004950,2017-01-29,2017-02-09,U.S. Ltd,Distributor,AXW291,Henderson,Product 2,9,Waitakere,2295.42,1859.2902000000001,3925.168199999999
185,SO - 0003330,2017-01-30,2017-02-08,Wuxi Group,Export,AXW291,Stewart Island,Product 7,9,Southland,783.9,321.39899999999994,4162.509
186,SO - 0004404,2017-01-30,2017-02-08,Ohio ,Wholesale,AXW291,Northcote,Product 2,6,North Shore,2499.904,1299.95008,7199.72352
187,SO - 0004681,2017-01-30,2017-02-11,Avon Corp,Distributor,AXW291,Pleasant Point,Product 2,11,Timaru,5347.8060000000005,3208.6836000000003,23530.346400000002
188,SO - 0005128,2017-01-30,2017-02-13,"Exact-Rx, Corp",Distributor,AXW291,Northcote,Product 11,5,North Shore,227.8,161.738,330.31000000000006
189,SO - 0005510,2017-01-30,2017-02-14,Rochester Ltd,Wholesale,AXW291,Takaro,Product 13,9,Palmerston North,1200.64,816.4352,3457.8432000000007
190,SO - 0006238,2017-01-30,2017-02-04,WakeFern ,Wholesale,AXW291,Taupo,Product 2,9,Taupo,1402.98,771.6390000000001,5682.0689999999995
191,SO - 0007680,2017-01-30,2017-02-16,S.S.S. Group,Wholesale,AXW291,Bay View,Product 11,11,Napier,1123.4560000000001,483.08608000000004,7044.069120000001
192,SO - 0007828,2017-01-30,2017-02-14,"Elorac, Corp",Export,AXW291,Cashmere,Product 5,10,Christchurch,3470.6,2845.892,6247.080000000001
193,SO - 0008076,2017-01-30,2017-02-09,U.S. Ltd,Wholesale,AXW291,Port Taranaki,Product 7,5,New Plymouth,623.1,398.784,1121.5800000000002
194,SO - 000531,2017-01-31,2017-02-04,Trigen ,Wholesale,AXW291,Eketahuna,Product 4,6,Tararua,1242.8500000000001,857.5665,2311.701000000001
195,SO - 0002336,2017-01-31,2017-02-04,Pacific Ltd,Distributor,AXW291,Henderson,Product 7,9,Waitakere,2074.32,871.2144000000001,10827.950400000002
196,SO - 0002721,2017-01-31,2017-02-16,Pure Group,Wholesale,AXW291,Queenwood,Product 14,10,Hamilton,3786.84,2991.6036,7952.364000000002
197,SO - 0003215,2017-01-31,2017-02-11,"3LAB, Ltd",Wholesale,AXW291,Pukekohe,Product 7,11,Franklin,184.65200000000002,134.79596,548.4164400000001
198,SO - 0003944,2017-01-31,2017-02-05,Winthrop ,Wholesale,AXW291,Northcote,Product 13,12,North Shore,160.79999999999998,102.912,694.6559999999997
199,SO - 0006288,2017-01-31,2017-02-03,Weimei Corp,Distributor,AXW291,Kingsland,Product 4,9,Auckland,1038.5,571.1750000000001,4205.924999999999
200,SO - 0006474,2017-01-31,2017-02-14,Dharma Ltd,Distributor,AXW291,Favona,Product 5,7,Manukau,3730.56,2984.4480000000003,5222.783999999998
201,SO - 0007429,2017-01-31,2017-02-10,OUR Ltd,Wholesale,AXW291,Okitu,Product 7,6,Gisborne,2379.84,1784.88,3569.76
202,SO - 000289,2017-02-01,2017-02-10,Burt's Corp,Wholesale,AXW291,Titirangi,Product 2,7,Waitakere,2116.396,1481.4772000000003,4444.4316
203,SO - 000897,2017-02-01,2017-02-08,Linde ,Distributor,AXW291,Tokoroa,Product 11,11,South Waikato,1804.98,956.6394,9331.7466
204,SO - 0001604,2017-02-01,2017-02-04,Winthrop ,Export,AXW291,Sandringham,Product 2,6,Auckland,6164.536000000001,3267.204080000001,17383.99152
205,SO - 0002055,2017-02-01,2017-02-15,ETUDE Ltd,Wholesale,AXW291,Taupo,Product 12,5,Taupo,711.5400000000001,576.3474000000001,675.9629999999999
206,SO - 0002824,2017-02-01,2017-02-16,Apollo Ltd,Wholesale,AXW291,Putaruru,Product 3,8,South Waikato,1157.6260000000002,625.1180400000002,4260.06368
207,SO - 0003708,2017-02-01,2017-02-19,Linde ,Distributor,AXW291,Taupo,Product 5,6,Taupo,112.55999999999999,87.7968,148.5791999999999
208,SO - 0004298,2017-02-01,2017-02-08,Qualitest ,Distributor,AXW291,Sandringham,Product 12,9,Auckland,6432.0,4373.76,18524.159999999996
209,SO - 0006139,2017-02-01,2017-02-11,"Apotheca, Ltd",Distributor,AXW291,Farm Cove,Product 1,7,Manukau,2319.54,1020.5976,9092.5968
210,SO - 0006538,2017-02-01,2017-02-04,Qualitest ,Wholesale,AXW291,Redwood,Product 9,8,Christchurch,703.232,288.32511999999997,3319.25504
211,SO - 0007366,2017-02-01,2017-02-06,O.E. Ltd,Export,AXW291,Hunterville,Product 4,10,Rangitikei,474.36,327.3084,1470.516
212,SO - 0007450,2017-02-01,2017-02-13,Trigen ,Distributor,AXW291,Cannons Creek,Product 13,9,Porirua,884.4,548.328,3024.648
213,SO - 000754,2017-02-02,2017-02-12,Ascend Ltd,Wholesale,AXW291,Brightwater,Product 11,7,Tasman,1326.801,543.9884099999999,5479.6881300000005
214,SO - 0002307,2017-02-02,2017-02-11,Pure Group,Export,AXW291,Epsom,Product 5,11,Auckland,206.025,96.83174999999999,1201.1257500000002
215,SO - 0004232,2017-02-02,2017-02-10,New Ltd,Distributor,AXW291,Matua,Product 1,7,Tauranga,647.22,388.332,1812.2160000000003
216,SO - 0004355,2017-02-02,2017-02-11,Apollo Ltd,Distributor,AXW291,Te Atatu Peninsula,Product 2,12,Waitakere,670.0,408.7,3135.6000000000004
217,SO - 0004548,2017-02-02,2017-02-14,Trigen ,Export,AXW291,Riverside,Product 7,6,Whangarei,6277.900000000001,4143.414000000001,12806.916
218,SO - 0004604,2017-02-02,2017-02-14,Ohio ,Wholesale,AXW291,Harrowfield,Product 9,5,Hamilton,647.22,465.99839999999995,906.1080000000004
219,SO - 0006403,2017-02-02,2017-02-11,"PEDIFIX, Corp",Distributor,AXW291,Hillsborough,Product 10,5,Auckland,799.9799999999999,591.9852,1039.9739999999997
220,SO - 0007042,2017-02-02,2017-02-05,Procter Corp,Distributor,AXW291,Redwood,Product 1,12,Christchurch,1197.96,1006.2864,2300.083200000001
221,SO - 0007067,2017-02-02,2017-02-14,Apollo Ltd,Wholesale,AXW291,Otamatea,Product 1,11,Wanganui,1555.74,715.6404000000001,9241.095599999999
222,SO - 0007654,2017-02-02,2017-02-09,Procter Corp,Distributor,AXW291,Putaruru,Product 13,11,South Waikato,2606.3,1668.0320000000002,10320.948
223,SO - 0007986,2017-02-02,2017-02-16,Eminence Corp,Distributor,AXW291,Turangi,Product 9,7,Taupo,679.38,319.30859999999996,2520.4998000000005
224,SO - 000259,2017-02-03,2017-02-13,Capweld ,Wholesale,AXW291,Henderson,Product 9,11,Waitakere,1427.904,1142.3232,3141.3887999999997
225,SO - 0001007,2017-02-03,2017-02-14,"Apotheca, Ltd",Distributor,AXW291,Onekawa Industrial,Product 7,8,Napier,1230.6560000000002,553.7952,5414.886400000001
226,SO - 0001237,2017-02-03,2017-02-16,Eminence Corp,Wholesale,AXW291,Brightwater,Product 11,11,Tasman,5628.0,4108.44,16715.160000000003
227,SO - 0002670,2017-02-03,2017-02-12,U.S. Ltd,Wholesale,AXW291,Ebdentown,Product 7,12,Upper Hutt,4197.282,2980.0702200000005,14606.541359999996
228,SO - 0002953,2017-02-03,2017-02-06,Victory Ltd,Distributor,AXW291,Hunterville,Product 7,5,Rangitikei,1086.6060000000002,738.8920800000002,1738.5696000000003
229,SO - 0004408,2017-02-03,2017-02-15,Winthrop ,Distributor,AXW291,Whitianga,Product 5,7,Thames-Coromandel,687.42,501.8166,1299.2237999999998
230,SO - 000784,2017-02-04,2017-02-18,Amylin Group,Export,AXW291,Tapanui,Product 7,11,Clutha,116.58,66.4506,551.4234
231,SO - 0002691,2017-02-04,2017-02-07,Avon Corp,Distributor,AXW291,Ngapuna,Product 7,7,Rotorua,1269.114,723.3949799999999,3820.033140000001
232,SO - 0004754,2017-02-04,2017-02-10,Trigen ,Wholesale,AXW291,Brightwater,Product 12,8,Tasman,3782.8199999999997,3064.0842,5749.886399999999
233,SO - 0005111,2017-02-04,2017-02-07,Niconovum Corp,Export,AXW291,Caversham,Product 1,6,Dunedin,3752.0,1838.48,11481.119999999999
234,SO - 0005435,2017-02-04,2017-02-20,U.S. Ltd,Wholesale,AXW291,Te Kuiti,Product 11,5,Waitomo,2156.864,1617.648,2696.080000000001
235,SO - 0005542,2017-02-04,2017-02-09,New Ltd,Distributor,AXW291,Te Kuiti,Product 7,8,Waitomo,1045.2,710.7360000000001,2675.7119999999995
236,SO - 0005697,2017-02-04,2017-02-09,"Exact-Rx, Corp",Distributor,AXW291,Aramoho,Product 13,10,Wanganui,2439.3360000000002,1463.6016,9757.344000000003
237,SO - 0007647,2017-02-04,2017-02-19,"Apotheca, Ltd",Wholesale,AXW291,Matua,Product 1,8,Tauranga,984.9,827.3159999999999,1260.6720000000005
238,SO - 0007882,2017-02-04,2017-02-14,"Exact-Rx, Corp",Distributor,AXW291,Kaiapoi,Product 5,6,Waimakariri,558.78,474.96299999999997,502.90200000000004
239,SO - 0001838,2017-02-05,2017-02-11,S.S.S. Group,Wholesale,AXW291,Henderson,Product 12,10,Waitakere,1539.6599999999999,1170.1416,3695.1839999999993
240,SO - 0002093,2017-02-05,2017-02-15,Burt's Corp,Export,AXW291,Henderson,Product 2,9,Waitakere,3835.08,1994.2416,16567.545599999998
241,SO - 0004159,2017-02-05,2017-02-19,"Elorac, Corp",Wholesale,AXW291,Tokoroa,Product 2,6,South Waikato,238.989,119.4945,716.967
242,SO - 0004551,2017-02-05,2017-02-18,Llorens Ltd,Wholesale,AXW291,Parklands,Product 1,9,Christchurch,1065.3,692.445,3355.6949999999993
243,SO - 0005551,2017-02-05,2017-02-14,Capweld ,Distributor,AXW291,Chartwell,Product 14,8,Hamilton,2499.1,1774.3609999999999,5797.912
244,SO - 0006056,2017-02-05,2017-02-17,ETUDE Ltd,Wholesale,AXW291,Cashmere,Product 5,10,Christchurch,1845.18,1033.3008000000002,8118.791999999999
245,SO - 0007390,2017-02-05,2017-02-22,ETUDE Ltd,Wholesale,AXW291,Cambridge,Product 5,9,Waipa,2521.344,1739.7273599999999,7034.549760000002
246,SO - 0001213,2017-02-06,2017-02-14,E. Ltd,Distributor,AXW291,Stewart Island,Product 11,12,Southland,1702.336,1378.89216,3881.326079999999
247,SO - 0002848,2017-02-06,2017-02-15,Capweld ,Wholesale,AXW291,Kaiapoi,Product 11,5,Waimakariri,3250.304,2145.20064,5525.5168
248,SO - 0004421,2017-02-06,2017-02-24,Ole Group,Distributor,AXW291,Ebdentown,Product 1,7,Upper Hutt,227.8,113.9,797.3000000000001
249,SO - 0006310,2017-02-06,2017-02-13,Ohio ,Wholesale,AXW291,Dannemora,Product 2,7,Manukau,2546.0,1196.62,9445.66
250,SO - 0006805,2017-02-06,2017-02-17,"Fenwal, Corp",Export,AXW291,Oamaru North,Product 7,11,Waitaki,1431.1200000000001,1059.0288,4093.003200000001
251,SO - 0001971,2017-02-07,2017-02-19,Mylan Corp,Distributor,AXW291,Highbury,Product 2,10,Palmerston North,3345.0420000000004,1338.0168000000003,20070.252
252,SO - 0004473,2017-02-07,2017-02-24,Procter Corp,Export,AXW291,Ebdentown,Product 12,10,Upper Hutt,140.7,102.711,379.8899999999999
253,SO - 0005011,2017-02-07,2017-02-25,Pure Group,Wholesale,AXW291,North East Valley,Product 14,10,Dunedin,603.0,355.7699999999999,2472.3000000000006
254,SO - 0007907,2017-02-07,2017-02-10,Trigen ,Distributor,AXW291,New Lynn,Product 1,11,Waitakere,3289.7000000000003,2204.099,11941.611
255,SO - 000646,2017-02-08,2017-02-14,O.E. Ltd,Distributor,AXW291,Chartwell,Product 5,11,Hamilton,1902.8,1084.5959999999998,9000.244000000002
256,SO - 0001557,2017-02-08,2017-02-13,Rochester Ltd,Distributor,AXW291,Nightcaps,Product 11,8,Southland,402.0,285.41999999999996,932.6400000000003
257,SO - 0002749,2017-02-08,2017-02-18,AuroMedics Corp,Distributor,AXW291,Dannevirke,Product 13,10,Tararua,659.28,527.424,1318.56
258,SO - 0003066,2017-02-08,2017-02-24,Ascend Ltd,Wholesale,AXW291,Port Taranaki,Product 11,12,New Plymouth,108.54,70.551,455.86800000000005
259,SO - 0004179,2017-02-08,2017-02-23,"Fenwal, Corp",Distributor,AXW291,Napier South,Product 2,11,Napier,2105.4080000000004,863.2172800000001,13664.097920000004
260,SO - 0007133,2017-02-08,2017-02-11,Avon Corp,Wholesale,AXW291,Raglan,Product 5,8,Waikato,1226.1000000000001,956.3580000000002,2157.9359999999997
261,SO - 0007242,2017-02-08,2017-02-13,Victory Ltd,Wholesale,AXW291,Ngapuna,Product 7,12,Rotorua,793.28,515.6320000000001,3331.775999999999
262,SO - 0007526,2017-02-08,2017-02-12,"Exact-Rx, Corp",Wholesale,AXW291,Titirangi,Product 1,11,Waitakere,5246.1,3042.738,24236.982000000007
263,SO - 0001162,2017-02-09,2017-02-18,Prasco Group,Export,AXW291,Okitu,Product 7,6,Gisborne,3798.8999999999996,1519.5600000000002,13676.039999999995
264,SO - 0002309,2017-02-09,2017-02-26,Wuxi Group,Wholesale,AXW291,Opawa,Product 2,12,Christchurch,690.368,469.45024000000006,2651.0131199999996
265,SO - 0002850,2017-02-09,2017-02-12,Dharma Ltd,Wholesale,AXW291,Napier South,Product 1,12,Napier,2495.616,1447.45728,12577.904639999999
266,SO - 0006973,2017-02-09,2017-02-27,"Elorac, Corp",Wholesale,AXW291,Milson,Product 3,12,Palmerston North,679.38,509.5349999999999,2038.140000000001
267,SO - 0007549,2017-02-09,2017-02-15,Winthrop ,Wholesale,AXW291,Dannevirke,Product 5,9,Tararua,490.43999999999994,318.786,1544.8859999999995
268,SO - 0001584,2017-02-10,2017-02-15,Apollo Ltd,Export,AXW291,Te Aroha,Product 14,8,Matamata-Piako,120.064,50.426880000000004,557.0969599999999
269,SO - 0003636,2017-02-10,2017-02-27,S.S.S. Group,Wholesale,AXW291,Atawhai,Product 11,11,Nelson,1931.7440000000001,1622.66496,3399.869440000001
270,SO - 0004707,2017-02-10,2017-02-24,Apollo Ltd,Export,AXW291,Waimate,Product 13,9,Waimate,1085.4,716.3640000000001,3321.3239999999996
271,SO - 0004809,2017-02-10,2017-02-23,Ei ,Wholesale,AXW291,Takaro,Product 13,12,Palmerston North,2933.7960000000003,1613.5878000000005,15842.498399999997
272,SO - 0005544,2017-02-10,2017-02-26,E. Ltd,Wholesale,AXW291,Algies Bay,Product 7,11,Rodney,5788.8,4457.376,14645.664
273,SO - 0006144,2017-02-10,2017-02-20,Sundial ,Wholesale,AXW291,Thames,Product 6,8,Thames-Coromandel,1407.0,1041.1799999999998,2926.5600000000013
274,SO - 0007214,2017-02-10,2017-02-20,"Apotheca, Ltd",Distributor,AXW291,Opaheke,Product 8,8,Papakura,1929.6000000000001,1196.352,5865.984
275,SO - 0007852,2017-02-10,2017-02-15,"Elorac, Corp",Wholesale,AXW291,Dannevirke,Product 2,9,Tararua,1173.84,962.5488,1901.620799999999
276,SO - 0007898,2017-02-10,2017-02-25,OHTA'S Corp,Wholesale,AXW291,Caversham,Product 6,6,Dunedin,261.3,104.52000000000001,940.6800000000001
277,SO - 000725,2017-02-11,2017-02-14,Mylan Corp,Wholesale,AXW291,Taupo,Product 12,9,Taupo,2663.25,1757.7450000000001,8149.544999999999
278,SO - 0001060,2017-02-11,2017-02-20,ETUDE Ltd,Wholesale,AXW291,Favona,Product 9,12,Manukau,683.4,444.21,2870.2799999999997
279,SO - 0005348,2017-02-11,2017-02-16,OHTA'S Corp,Export,AXW291,Ngatea,Product 11,5,Hauraki,715.5600000000001,286.22400000000005,2146.6800000000003
280,SO - 0007196,2017-02-11,2017-02-15,"Fenwal, Corp",Export,AXW291,Stewart Island,Product 12,7,Southland,174.20000000000002,128.90800000000002,317.044
281,SO - 0007814,2017-02-11,2017-02-20,"Exact-Rx, Corp",Distributor,AXW291,Matua,Product 7,9,Tauranga,3802.9199999999996,2395.8396,12663.723599999998
282,SO - 0001176,2017-02-12,2017-02-21,Sundial ,Distributor,AXW291,Oamaru North,Product 1,9,Waitaki,140.7,97.08299999999998,392.55300000000005
283,SO - 0001475,2017-02-12,2017-02-24,"3LAB, Ltd",Wholesale,AXW291,Timaru Central,Product 1,8,Timaru,1306.5,940.68,2926.5600000000004
284,SO - 0003293,2017-02-12,2017-02-19,Rochester Ltd,Wholesale,AXW291,Farm Cove,Product 13,9,Manukau,2315.52,1829.2608000000002,4376.332799999997
285,SO - 0003713,2017-02-12,2017-02-28,Wuxi Group,Wholesale,AXW291,Pleasant Point,Product 1,6,Timaru,4239.894,2416.73958,10938.92652
286,SO - 0005703,2017-02-12,2017-02-22,21st Ltd,Wholesale,AXW291,Otaki Beach,Product 13,9,Kapiti Coast,647.22,343.0266,2737.7406000000005
287,SO - 0006114,2017-02-12,2017-03-01,Wuxi Group,Wholesale,AXW291,Palmerston North,Product 5,5,Palmerston North,4190.18,3561.653,3142.6350000000025
288,SO - 0006193,2017-02-12,2017-02-19,Eminence Corp,Distributor,AXW291,Barrington,Product 5,10,Christchurch,3999.9,2679.9330000000004,13199.669999999996
289,SO - 000663,2017-02-13,2017-02-25,OHTA'S Corp,Wholesale,AXW291,Highbury,Product 1,11,Palmerston North,621.76,379.2736,2667.3504000000003
290,SO - 0002379,2017-02-13,2017-02-17,Victory Ltd,Wholesale,AXW291,Saint Kilda,Product 6,5,Dunedin,4919.877,3099.52251,9101.772450000004
291,SO - 0003370,2017-02-13,2017-02-19,Mylan Corp,Distributor,AXW291,South Hill,Product 2,10,Waitaki,1101.48,914.2284,1872.5160000000005
292,SO - 0003858,2017-02-13,2017-02-18,Wuxi Group,Export,AXW291,Titirangi,Product 2,12,Waitakere,3644.8,2842.9440000000004,9622.271999999997
293,SO - 0005639,2017-02-13,2017-02-20,Avon Corp,Export,AXW291,Te Kuiti,Product 3,5,Waitomo,227.8,186.796,205.0200000000001
294,SO - 0006636,2017-02-13,2017-02-24,Select ,Distributor,AXW291,Dannemora,Product 5,7,Manukau,144.72,107.0928,263.3904
295,SO - 0007447,2017-02-13,2017-02-17,Rochester Ltd,Distributor,AXW291,Wanaka,Product 9,9,Queenstown-Lakes,3043.1400000000003,2586.6690000000003,4108.239
296,SO - 0002732,2017-02-14,2017-02-22,E. Ltd,Distributor,AXW291,Favona,Product 13,8,Manukau,1527.6,1237.356,2321.9519999999993
297,SO - 0003117,2017-02-14,2017-03-03,Bare ,Distributor,AXW291,Harrowfield,Product 5,7,Hamilton,6438.7,4120.768,16225.523999999998
298,SO - 0004490,2017-02-14,2017-02-27,Eminence Corp,Distributor,AXW291,Redwood,Product 13,5,Christchurch,1857.24,1578.654,1392.93
299,SO - 0004541,2017-02-14,2017-02-28,ETUDE Ltd,Wholesale,AXW291,Titirangi,Product 1,10,Waitakere,1069.32,641.592,4277.28
300,SO - 0005324,2017-02-14,2017-02-24,Sundial ,Wholesale,AXW291,Whitianga,Product 2,5,Thames-Coromandel,582.9,384.714,990.9299999999998
301,SO - 0005410,2017-02-14,2017-02-20,Select ,Wholesale,AXW291,Hamilton East,Product 9,11,Hamilton,3027.06,1967.5890000000002,11654.180999999997
302,SO - 0005478,2017-02-14,2017-02-23,Medsep Group,Export,AXW291,Otaki Beach,Product 1,10,Kapiti Coast,1031.8,453.99199999999996,5778.08
303,SO - 0005850,2017-02-14,2017-03-04,"Elorac, Corp",Export,AXW291,Dannemora,Product 13,8,Manukau,4154.67,2825.1756000000005,10635.955199999997
304,SO - 0005989,2017-02-14,2017-02-17,Amylin Group,Distributor,AXW291,Ngapuna,Product 1,6,Rotorua,518.58,228.17520000000002,1742.4288000000001
305,SO - 0007424,2017-02-14,2017-02-27,"PEDIFIX, Corp",Wholesale,AXW291,Titirangi,Product 7,7,Waitakere,438.18,297.96240000000006,981.5231999999996
306,SO - 0007677,2017-02-14,2017-03-04,21st Ltd,Wholesale,AXW291,Ngatea,Product 1,11,Hauraki,998.3000000000001,419.286,6369.154000000001
307,SO - 000969,2017-02-15,2017-03-04,Trigen ,Wholesale,AXW291,Ngapuna,Product 1,12,Rotorua,2284.7000000000003,1713.525,6854.100000000002
308,SO - 0004264,2017-02-15,2017-02-20,Pure Group,Wholesale,AXW291,Queenwood,Product 5,12,Hamilton,4097.854,1844.0343,27045.8364
309,SO - 0005254,2017-02-15,2017-02-27,Amylin Group,Wholesale,AXW291,Highbury,Product 10,6,Palmerston North,1181.8799999999999,709.1279999999999,2836.5119999999997
310,SO - 0007985,2017-02-15,2017-02-24,New Ltd,Distributor,AXW291,Turangi,Product 9,8,Taupo,530.64,307.77119999999996,1782.9504000000002
311,SO - 0008008,2017-02-15,2017-03-01,Prasco Group,Wholesale,AXW291,Okitu,Product 1,11,Gisborne,3726.54,2124.1278,17626.5342
312,SO - 000625,2017-02-16,2017-03-02,Victory Ltd,Wholesale,AXW291,Atawhai,Product 7,5,Nelson,1204.928,915.7452800000001,1445.9136
313,SO - 000801,2017-02-16,2017-02-21,Trigen ,Wholesale,AXW291,Caversham,Product 2,5,Dunedin,639.18,402.6834,1182.4829999999997
314,SO - 0002933,2017-02-16,2017-02-25,Select ,Distributor,AXW291,Aramoho,Product 1,6,Wanganui,108.54,91.1736,104.19840000000008
315,SO - 0003533,2017-02-16,2017-02-21,Procter Corp,Distributor,AXW291,Titirangi,Product 11,12,Waitakere,530.64,435.1248,1146.1824
316,SO - 0004466,2017-02-16,2017-03-02,21st Ltd,Wholesale,AXW291,Port Taranaki,Product 9,8,New Plymouth,104.52000000000001,51.214800000000004,426.44160000000005
317,SO - 0006673,2017-02-16,2017-03-04,OHTA'S Corp,Wholesale,AXW291,Nightcaps,Product 7,5,Southland,2599.6,1637.748,4809.259999999999
318,SO - 000799,2017-02-17,2017-03-02,Ole Group,Wholesale,AXW291,Tapanui,Product 7,11,Clutha,3832.4,2835.976,10960.664
319,SO - 0001183,2017-02-17,2017-02-23,Nipro ,Distributor,AXW291,Tapanui,Product 7,8,Clutha,2387.88,1719.2736,5348.851200000001
320,SO - 0001224,2017-02-17,2017-02-25,Llorens Ltd,Wholesale,AXW291,Farm Cove,Product 5,8,Manukau,1495.44,822.4920000000001,5383.584
321,SO - 0002407,2017-02-17,2017-02-25,Medline ,Wholesale,AXW291,Port Taranaki,Product 7,9,New Plymouth,145.792,115.17568000000001,275.5468799999999
